card_id,name,rarity,stone,wind,veil,oath,eye,weight,upkeep,rules_text,section,initiative_text,initiative_summary
259,Red Shade,low,1,3,0,0,1,2,0,Crimson wraith glowing faintly.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
260,Ash Wight,low,0,2,0,2,0,2,0,Pale corpse cloaked in ash.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
261,Carrion Stalker,low,3,1,2,0,0,2,0,"Humanoid feeding on corpses, glowing red eyes.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
262,Broken Gladiator,low,3,1,1,1,1,2,0,"Scarred, limping fighter.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
263,Maskless Fighter,low,1,2,2,0,0,2,0,"Arena fighter without mask, scarred face.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
264,Ash Duelist,low,0,2,1,1,0,1,0,Fighter coated in ash tattoos.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
265,Bone Pit,low,0,3,1,0,3,3,1,Shackled slave wielding bone weapon.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
266,Crimson Gladiator,low,2,2,0,0,1,2,0,Red-clad gladiator with ornate blades.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
267,Sand Scuttler,low,1,2,1,0,1,2,0,Crablike insect burrowing under dunes.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
268,Glass Lizard,low,0,1,2,1,1,2,0,Lizard with glassy transparent skin.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
269,Red Scarab,low,1,1,2,1,1,2,0,Beetle with crimson carapace.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
270,Ash Spider,low,1,1,2,1,1,2,0,Large spider covered in ashes.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
271,Dust Centipede,low,1,2,1,2,0,2,0,Long centipede armored with dust plates.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
272,Bronze Pitlord,low,1,2,0,0,1,1,0,Gladiator captain clad in bronze plates.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
273,Crimson Duelmaster,low,2,0,2,0,1,2,0,"Elegant fighter in red armor, twin swords.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
274,Chain Warlord,low,2,1,2,0,0,2,0,Bulky gladiator with massive hooked chains.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
275,Masked Champion,low,1,1,0,1,1,1,0,Fighter with ornate golden mask.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
276,Ash Gladiator,low,1,1,3,3,0,3,1,Covered in burning ash armor.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
277,Blood Oracle,low,1,0,1,0,1,1,0,Crimson-robed seer with bleeding eyes.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
278,Ember Prophet,low,0,0,1,2,0,1,0,Robed in red firecloth.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
279,Crimson Prophetess,low,0,0,0,3,2,2,0,"Woman in crimson robes, crescent staff.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
280,Dune Chieftain,low,2,0,2,0,1,2,0,Raider chief with golden spear.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
281,Canyon King,low,2,1,0,2,0,2,0,Heavily armed warlord with jagged axe.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
282,Bone Lord,low,0,2,0,1,2,2,0,Enormous skeletal king with crown of skulls.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
283,Ash Chieftain,low,1,0,1,1,2,2,0,Nomad leader with flaming scimitars.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
284,Sandstorm Khan,low,0,1,3,0,1,2,0,"Warlord with flowing robes, staff of wind, surrounded by swirling sand.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
285,Ash Revenant,low,1,1,1,2,1,2,0,Warrior cloaked in burning ash.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
286,Bone Colossus,low,2,1,1,0,1,2,0,Giant humanoid made of bone.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
287,Dust Wraith,low,0,3,0,1,1,2,0,Spirit shrouded in dust storm.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
288,Crimson Horror,low,1,3,1,3,0,3,1,Flesh beast dripping crimson ichor.,Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
289,Ash Titan,low,0,1,2,1,3,2,0,Colossal humanoid wreathed in flame.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
290,Ash High,low,2,0,1,1,2,2,0,"Towering priest cloaked in ash robes, censer blazing.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
291,Blood Matron,low,1,1,0,1,0,1,0,"Elder woman cloaked in crimson, ritual knife.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
292,Ember Lord,low,0,1,3,1,2,2,0,"Red-armored prophet, flame sword.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
293,Chain Hierophant,low,1,0,0,2,1,1,0,Priest covered in glowing chains.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
294,Crimson Pontiff,low,1,2,1,1,1,2,0,"Regal cult leader in crimson robes, jeweled staff.",Mars bestiary,"When attacking, this unit deals damage before normal combat resolution. Not exhausted by defending; may react once per round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
295,Pit King,low,1,2,0,1,3,2,0,"Gladiator king with gold armor, bone crown.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. After resolving, this unit may reposition 1 space.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
296,Masked Warlord,low,1,1,0,2,1,2,0,"Champion with gilded mask, twin axes.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
297,Crimson Champion,low,0,1,1,3,1,2,0,"Fighter drenched in blood, serrated sword.",Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. If played this turn, this unit resolves before other actions.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
298,Bone Gladiator,low,1,0,0,1,1,1,0,Gladiator armored in bones.,Mars bestiary,"When defending, this unit acts first and can intercept attacks aimed at adjacent allies. Allied units adjacent to this gain +1 to checks this round.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Reduces opening damage slightly.
Rarely acts first."
