lore_text,mechanics_text
"Glyph Ghoul — GRUNTS of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Phantom — GRUNTS of Veil/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Halo Husk — GRUNTS of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Void Horror — GRUNTS of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Rune Horror — GRUNTS of Oath/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; grunts work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Red Lash — MARS BESTIARY of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sand Pike — MARS BESTIARY of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Driver — MARS BESTIARY of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bronze Overseer — MARS BESTIARY of Veil/Stone.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Crimson Guard — MARS BESTIARY of Stone/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sand Raider — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dune Rider — MARS BESTIARY of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Ash Nomad — MARS BESTIARY of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Dervish — MARS BESTIARY of Wind/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 2
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Carrion Jackal — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Pit Thrall — MARS BESTIARY of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Masked Gladiator — MARS BESTIARY of Oath/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Blood Slave — MARS BESTIARY of Oath/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Chain Duelist — MARS BESTIARY of Wind/Oath.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Red Jackal — MARS BESTIARY of Stone/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Scaled Vulture — MARS BESTIARY of Veil/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Sand Basilisk — MARS BESTIARY of Eye/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dune Hyena — MARS BESTIARY of Veil/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Red Rat — MARS BESTIARY of Oath/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Bone Tick — MARS BESTIARY of Stone/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Stone; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Anchor chokepoints; take hits others can't.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dust Spider — MARS BESTIARY of Veil/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Carrion Bat — MARS BESTIARY of Oath/Eye.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Oath; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Stay clustered; spread auras wisely.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Canyon Lurker — MARS BESTIARY of Wind/Veil.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Wind; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Force trades on your turn; keep tempo.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Cliff Raider — MARS BESTIARY of Eye/Wind.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Eye; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Scout first; answer hidden threats.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
"Dust Crawler — MARS BESTIARY of Veil/Weight.
Steel-nerved and short on luck, made dangerous by repetition.
Leans on Veil; mars bestiary work done without applause.","Basic Initiative (3)
🛡️ Guard 1 • ⚔️ First Strike 1
Checks get +1 when adjacent to an ally.
• Fight in fog; punish over-extensions.
• Pair with allies that cover your weakest stat.
• Trade only when your initiative window is open."
